age,job,marital,education,month,campaign,y
35,technician,married,secondary,may,5,no
39,services,married,secondary,may,2,no
49,unemployed,divorced,tertiary,nov,1,no
50,management,married,tertiary,feb,1,no
37,management,married,tertiary,feb,1,yes
45,blue-collar,married,primary,aug,2,no
30,housemaid,single,secondary,feb,1,no
48,unemployed,married,tertiary,may,7,no
36,management,single,tertiary,may,3,no
41,management,single,secondary,jun,2,no
55,blue-collar,married,secondary,may,1,no
70,retired,married,primary,mar,1,no
41,management,married,tertiary,may,1,yes
47,services,divorced,secondary,feb,6,no
34,technician,single,secondary,aug,2,no
33,management,single,tertiary,jul,1,no
58,retired,married,secondary,may,2,no
51,management,married,tertiary,jul,2,no
45,management,married,tertiary,may,15,no
55,admin,married,secondary,sep,2,no
30,blue-collar,single,primary,jun,1,no
33,management,single,secondary,may,1,no
27,services,single,secondary,may,7,no
59,retired,married,secondary,may,3,no
34,management,single,tertiary,may,1,no
47,technician,divorced,tertiary,may,2,no
44,blue-collar,married,primary,may,1,no
35,admin,single,secondary,may,1,yes
45,management,married,tertiary,may,2,no
42,blue-collar,married,primary,jul,10,no
38,technician,married,secondary,jun,1,no
34,technician,single,secondary,aug,4,no
35,technician,married,secondary,apr,3,no
29,management,single,secondary,may,3,no
58,retired,married,secondary,aug,1,no
44,blue-collar,single,primary,may,2,no
45,entrepreneur,married,tertiary,jul,3,no
43,blue-collar,married,secondary,may,2,no
44,services,married,secondary,apr,2,no
30,technician,single,secondary,aug,3,no
38,unemployed,married,tertiary,may,6,no
50,technician,married,secondary,aug,3,no
21,student,single,secondary,aug,1,no
38,entrepreneur,married,tertiary,feb,1,no
42,admin,married,secondary,jun,1,no
45,technician,single,tertiary,aug,14,no
34,entrepreneur,married,secondary,may,1,no
48,technician,married,secondary,feb,2,no
34,services,married,secondary,jul,4,no
32,blue-collar,married,secondary,jul,2,yes
35,technician,married,tertiary,aug,2,no
39,entrepreneur,married,tertiary,may,1,no
36,self-employed,married,tertiary,jun,3,no
35,technician,married,secondary,aug,2,no
57,services,divorced,secondary,jul,2,no
28,technician,single,secondary,may,1,no
43,admin,married,unknown,jun,1,no
57,management,married,secondary,aug,1,no
34,services,divorced,secondary,may,1,no
36,technician,married,tertiary,jan,1,no
47,management,divorced,tertiary,jun,3,no
36,management,divorced,tertiary,jun,25,no
33,management,married,tertiary,nov,1,no
57,management,married,tertiary,aug,2,no
57,management,married,tertiary,may,1,no
34,admin,married,secondary,may,2,no
51,housemaid,divorced,tertiary,aug,3,no
54,blue-collar,divorced,primary,jul,1,no
52,self-employed,single,tertiary,jun,17,no
43,entrepreneur,married,tertiary,nov,1,no
58,retired,single,primary,jul,3,no
53,admin,married,secondary,apr,1,no
44,management,married,secondary,jul,3,no
29,management,single,tertiary,may,25,no
27,services,single,secondary,may,2,yes
35,blue-collar,married,primary,jul,3,no
40,self-employed,married,secondary,aug,5,no
34,blue-collar,married,secondary,may,2,no
38,admin,single,secondary,may,1,no
32,services,married,secondary,may,9,no
41,admin,married,secondary,may,4,no
25,blue-collar,single,secondary,jul,4,no
38,blue-collar,divorced,secondary,may,3,no
26,technician,single,secondary,jul,2,no
37,technician,single,tertiary,aug,5,no
30,management,married,tertiary,apr,7,yes
36,services,married,secondary,may,1,no
33,management,married,secondary,may,5,no
33,admin,single,tertiary,may,1,no
35,management,married,tertiary,jul,1,no
24,services,married,tertiary,may,1,no
29,unemployed,married,secondary,jan,2,no
54,blue-collar,married,secondary,aug,4,no
27,admin,married,secondary,oct,2,no
34,management,married,secondary,feb,1,no
39,blue-collar,married,primary,may,4,no
38,management,married,tertiary,jan,1,no
37,management,married,tertiary,jun,13,no
26,services,single,secondary,jan,5,no
36,entrepreneur,married,tertiary,may,2,no
35,management,single,tertiary,may,12,no
30,management,single,tertiary,aug,2,no
25,technician,single,secondary,jun,1,no
34,technician,married,secondary,aug,4,no
52,unknown,married,unknown,jun,1,no
39,admin,married,secondary,sep,1,no
34,management,married,secondary,jul,2,no
34,management,single,secondary,aug,4,no
30,services,married,secondary,jul,1,no
33,services,married,secondary,may,1,no
30,student,single,secondary,feb,2,no
51,blue-collar,married,primary,jul,1,no
36,services,single,secondary,feb,10,no
48,blue-collar,married,primary,jan,2,no
37,services,divorced,secondary,jun,1,no
58,management,married,secondary,jul,2,no
56,management,divorced,tertiary,jun,1,no
34,blue-collar,married,secondary,may,9,no
33,admin,divorced,secondary,nov,1,no
26,services,single,secondary,jul,23,no
40,management,single,unknown,may,3,no
35,services,married,secondary,apr,1,no
45,entrepreneur,married,secondary,may,1,no
37,technician,single,secondary,aug,6,yes
35,management,divorced,tertiary,may,1,no
43,services,single,secondary,nov,2,yes
28,blue-collar,married,secondary,may,1,no
32,blue-collar,divorced,secondary,may,1,no
26,unemployed,single,secondary,jan,2,yes
35,services,married,secondary,jun,1,yes
35,technician,single,secondary,aug,4,no
39,blue-collar,married,secondary,jul,6,no
42,blue-collar,divorced,secondary,may,2,no
32,technician,single,secondary,may,1,no
30,unemployed,married,secondary,jul,4,no
26,management,single,tertiary,jul,1,no
30,student,single,secondary,nov,1,no
32,management,married,tertiary,may,1,no
47,services,married,secondary,jul,2,no
33,technician,married,tertiary,may,1,no
57,blue-collar,married,primary,jul,8,no
35,admin,married,secondary,may,2,no
53,technician,married,tertiary,jun,4,no
24,retired,single,secondary,may,2,no
54,management,divorced,tertiary,jul,1,no
31,management,married,tertiary,may,1,no
41,entrepreneur,married,secondary,nov,1,no
44,unknown,married,secondary,aug,3,no
35,services,single,secondary,may,1,no
30,management,married,tertiary,aug,1,no
43,blue-collar,single,primary,may,17,no
51,entrepreneur,married,secondary,jul,6,no
60,retired,married,secondary,apr,2,no
43,self-employed,married,secondary,jun,1,no
31,management,married,tertiary,may,3,no
56,management,married,primary,nov,1,no
42,technician,married,secondary,feb,2,no
52,entrepreneur,married,primary,jul,2,no
40,technician,married,secondary,jul,2,no
36,services,married,secondary,may,4,no
40,services,married,primary,may,3,no
46,blue-collar,married,secondary,may,2,no
32,admin,single,secondary,may,2,no
31,housemaid,single,tertiary,nov,1,no
41,technician,divorced,secondary,nov,2,no
58,housemaid,married,primary,jun,3,no
36,services,married,secondary,may,2,no
52,technician,married,secondary,aug,20,no
42,management,married,tertiary,aug,2,no
32,management,single,tertiary,may,3,no
62,management,married,tertiary,oct,3,no
31,technician,single,tertiary,aug,3,no
41,blue-collar,single,secondary,nov,1,yes
34,self-employed,married,tertiary,nov,1,no
44,management,single,tertiary,oct,2,yes
42,blue-collar,married,primary,jul,4,no
37,entrepreneur,single,secondary,may,2,no
47,management,married,tertiary,jul,1,no
32,unemployed,married,secondary,feb,3,no
46,blue-collar,married,secondary,aug,6,no
39,technician,single,tertiary,aug,1,no
28,services,single,secondary,may,1,no
26,student,single,secondary,nov,1,no
52,technician,married,secondary,nov,2,no
42,unemployed,married,secondary,jul,4,yes
33,technician,divorced,tertiary,aug,5,no
73,retired,married,primary,oct,1,yes
35,admin,single,secondary,jul,2,no
40,management,married,tertiary,apr,3,no
51,technician,married,secondary,aug,2,yes
37,admin,single,secondary,apr,2,no
39,management,married,tertiary,apr,1,no
28,blue-collar,married,secondary,may,3,no
49,technician,divorced,tertiary,jun,3,no
36,admin,married,secondary,may,1,no
45,technician,married,secondary,may,2,no
29,technician,single,tertiary,apr,1,no
35,management,married,secondary,jul,2,yes
35,housemaid,married,tertiary,jul,3,no
30,blue-collar,married,secondary,may,2,no
46,blue-collar,married,primary,jan,4,no
25,student,single,tertiary,sep,1,no
36,management,married,tertiary,dec,3,yes
42,blue-collar,married,primary,may,4,no
57,admin,married,secondary,oct,1,no
42,management,divorced,tertiary,jul,9,no
29,management,married,tertiary,jul,2,no
36,technician,married,tertiary,oct,2,no
31,unemployed,married,secondary,jun,2,no
59,technician,married,primary,may,2,no
50,unemployed,divorced,secondary,aug,2,no
47,admin,married,secondary,aug,6,no
46,housemaid,married,primary,feb,1,no
26,blue-collar,single,primary,jan,1,no
31,services,single,secondary,nov,1,no
30,services,married,tertiary,may,2,no
47,blue-collar,single,unknown,jun,1,no
23,technician,single,tertiary,may,1,yes
44,unemployed,single,primary,jun,1,no
42,self-employed,married,secondary,nov,2,no
32,services,single,secondary,apr,1,no
28,admin,single,secondary,jun,1,no
57,retired,married,primary,jul,1,no
38,technician,married,tertiary,feb,2,no
22,student,single,secondary,nov,2,yes
54,admin,married,secondary,nov,1,no
32,technician,married,tertiary,jul,3,no
32,management,married,tertiary,nov,2,no
59,admin,divorced,secondary,may,4,no
45,technician,married,secondary,jun,2,no
53,unknown,married,primary,oct,2,yes
50,admin,divorced,secondary,jul,2,no
34,technician,married,secondary,aug,2,no
35,admin,divorced,secondary,nov,2,yes
30,management,married,tertiary,jul,1,no
62,housemaid,married,secondary,sep,3,no
40,blue-collar,married,secondary,may,2,no
26,self-employed,single,tertiary,may,3,no
34,management,married,tertiary,jul,1,no
50,unknown,married,unknown,jul,1,yes
31,unknown,divorced,tertiary,aug,9,no
35,technician,married,secondary,may,2,no
55,retired,married,primary,may,1,no
34,admin,married,secondary,aug,2,no
58,retired,married,primary,nov,4,no
50,management,single,tertiary,may,8,no
31,technician,single,secondary,aug,2,no
47,admin,divorced,secondary,jul,1,no
38,self-employed,single,tertiary,may,1,no
46,management,single,tertiary,jan,3,no
42,blue-collar,married,primary,may,2,no
34,blue-collar,married,secondary,may,1,no
37,management,married,tertiary,feb,4,yes
38,student,single,tertiary,feb,2,no
59,retired,married,secondary,may,2,no
32,admin,married,secondary,jan,3,no
55,management,married,tertiary,nov,2,no
35,blue-collar,married,secondary,jul,50,no
56,management,divorced,tertiary,jul,6,no
27,admin,married,secondary,jul,3,no
42,unemployed,single,secondary,jul,6,no
42,student,married,unknown,jul,6,no
41,blue-collar,married,primary,may,3,no
53,retired,divorced,secondary,jun,1,no
67,retired,married,primary,apr,1,no
53,housemaid,married,primary,jun,1,yes
33,blue-collar,married,primary,may,2,no
31,technician,single,unknown,jun,2,no
31,admin,married,secondary,jul,3,no
30,management,married,tertiary,aug,5,no
48,blue-collar,married,unknown,may,1,no
30,technician,single,secondary,aug,4,no
43,technician,single,tertiary,aug,4,no
38,management,divorced,tertiary,may,1,no
46,unemployed,married,secondary,aug,2,no
59,blue-collar,divorced,secondary,may,1,no
44,management,divorced,tertiary,may,2,no
35,blue-collar,married,secondary,apr,3,no
55,blue-collar,married,unknown,jan,1,no
39,management,single,tertiary,apr,2,no
36,services,single,secondary,jun,2,no
33,blue-collar,married,secondary,may,4,no
48,management,single,tertiary,nov,1,no
33,management,single,tertiary,aug,4,no
67,retired,married,unknown,may,2,no
48,unemployed,divorced,secondary,feb,1,no
57,management,married,tertiary,aug,2,no
31,housemaid,married,primary,aug,5,no
30,student,single,tertiary,aug,2,no
56,entrepreneur,divorced,primary,jan,2,no
26,blue-collar,married,primary,jul,3,no
44,management,married,secondary,jun,1,no
44,technician,divorced,secondary,nov,1,yes
31,management,married,tertiary,nov,3,yes
47,self-employed,married,unknown,may,1,no
30,admin,single,secondary,nov,1,no
37,management,married,tertiary,feb,1,no
56,admin,divorced,primary,jul,1,no
43,management,single,secondary,may,2,no
42,services,married,secondary,may,1,no
60,management,married,secondary,jul,1,no
34,blue-collar,married,unknown,may,9,no
34,management,single,tertiary,jul,4,no
41,management,married,tertiary,jun,3,no
38,management,divorced,secondary,nov,4,no
23,services,married,secondary,jun,10,no
33,management,married,tertiary,may,1,yes
36,blue-collar,married,secondary,may,3,no
49,unemployed,married,tertiary,may,1,no
34,admin,divorced,secondary,may,1,yes
40,technician,divorced,secondary,may,5,no
72,retired,married,primary,apr,2,no
43,technician,married,secondary,may,4,no
44,blue-collar,married,secondary,may,3,no
35,admin,married,secondary,apr,5,no
46,admin,divorced,secondary,nov,1,no
55,admin,married,secondary,apr,1,no
50,technician,divorced,secondary,jul,1,no
23,blue-collar,single,unknown,may,1,no
34,student,married,unknown,apr,1,no
40,blue-collar,married,secondary,may,3,no
61,retired,married,secondary,oct,1,yes
53,technician,married,secondary,may,6,no
57,technician,married,secondary,may,1,no
28,blue-collar,married,secondary,apr,1,no
25,admin,married,secondary,jul,12,no
38,blue-collar,married,secondary,may,1,no
27,services,single,secondary,may,10,no
45,blue-collar,married,secondary,may,5,no
31,services,single,secondary,feb,1,no
39,blue-collar,married,primary,may,1,no
42,technician,married,secondary,aug,12,no
46,management,married,tertiary,may,6,no
36,services,married,secondary,may,4,no
30,management,single,tertiary,jun,2,no
32,blue-collar,married,secondary,apr,2,no
52,technician,married,tertiary,jan,5,yes
31,management,married,tertiary,apr,1,no
60,management,married,primary,jun,1,no
35,blue-collar,single,secondary,may,3,no
38,management,married,tertiary,may,1,no
46,management,divorced,tertiary,aug,2,no
45,entrepreneur,divorced,tertiary,jun,3,no
59,services,married,secondary,may,3,no
34,management,married,tertiary,jul,7,no
33,technician,divorced,secondary,may,2,no
46,management,single,secondary,may,6,no
48,admin,married,secondary,jul,6,no
31,services,single,secondary,jul,1,no
32,technician,married,secondary,feb,2,no
35,blue-collar,divorced,primary,may,1,no
36,blue-collar,single,primary,feb,1,no
52,management,married,tertiary,may,4,no
45,management,divorced,tertiary,jun,1,no
34,management,married,tertiary,aug,2,no
25,blue-collar,married,primary,jun,1,no
26,management,single,tertiary,aug,2,no
57,management,married,unknown,sep,1,no
48,management,married,primary,may,1,no
48,technician,married,unknown,jun,5,no
32,blue-collar,married,primary,jul,1,no
58,retired,married,secondary,aug,1,no
57,management,married,primary,jun,1,no
31,entrepreneur,married,tertiary,nov,2,no
33,blue-collar,single,secondary,may,2,no
53,entrepreneur,married,tertiary,nov,1,no
36,admin,married,secondary,feb,3,no
32,technician,single,tertiary,apr,4,no
45,blue-collar,married,secondary,feb,4,no
35,unemployed,married,tertiary,nov,7,no
41,services,married,secondary,jul,9,no
54,services,married,secondary,jul,6,no
49,services,married,secondary,aug,4,yes
28,technician,single,secondary,may,1,no
24,blue-collar,single,unknown,jun,12,no
30,admin,single,secondary,jan,1,no
32,self-employed,married,primary,aug,1,no
53,entrepreneur,married,tertiary,may,1,no
42,blue-collar,married,primary,may,2,no
48,blue-collar,married,primary,may,3,no
33,technician,married,secondary,jul,2,no
31,blue-collar,divorced,secondary,may,5,no
56,unemployed,divorced,primary,feb,3,no
58,retired,married,primary,aug,1,no
37,admin,single,secondary,apr,1,no
59,management,married,primary,apr,1,no
50,management,single,tertiary,aug,3,yes
39,housemaid,single,primary,may,3,no
30,technician,married,secondary,may,1,no
47,services,divorced,secondary,may,1,no
44,self-employed,married,secondary,aug,4,no
38,blue-collar,married,primary,apr,1,no
50,management,married,tertiary,aug,2,no
27,admin,single,tertiary,may,2,no
73,retired,married,secondary,nov,2,no
46,blue-collar,married,primary,may,1,no
56,retired,divorced,secondary,jul,1,no
36,management,married,tertiary,aug,4,yes
33,blue-collar,married,primary,nov,1,no
40,management,married,tertiary,jun,1,no
52,management,married,tertiary,jun,1,no
51,blue-collar,married,secondary,aug,2,no
33,blue-collar,married,secondary,feb,3,no
54,services,married,secondary,may,1,no
44,management,married,secondary,may,2,no
50,entrepreneur,married,secondary,jul,2,no
45,blue-collar,single,secondary,apr,1,yes
36,management,married,tertiary,aug,1,yes
42,technician,married,secondary,mar,2,yes
37,technician,married,secondary,nov,2,no
28,services,single,secondary,may,2,no
56,admin,married,secondary,jun,1,no
59,admin,married,secondary,may,2,no
32,unemployed,married,secondary,may,4,no
57,retired,married,primary,jul,1,no
49,admin,single,secondary,nov,3,no
56,entrepreneur,married,unknown,jun,2,no
48,admin,divorced,unknown,may,1,no
27,student,single,tertiary,may,1,yes
31,management,single,tertiary,jul,2,no
28,blue-collar,single,secondary,may,1,no
36,management,married,tertiary,may,1,no
58,housemaid,married,primary,jul,1,no
46,admin,married,secondary,apr,2,no
32,management,single,tertiary,aug,3,no
39,services,married,secondary,jun,1,no
35,self-employed,married,tertiary,apr,1,no
31,management,married,tertiary,jul,2,yes
29,management,single,tertiary,aug,1,yes
48,blue-collar,married,primary,aug,1,no
60,retired,married,primary,jul,3,no
74,retired,married,secondary,jan,1,no
30,services,married,secondary,may,1,no
52,admin,single,primary,may,11,no
24,blue-collar,married,secondary,apr,1,no
29,services,married,secondary,may,2,no
33,housemaid,married,primary,jul,2,no
34,blue-collar,married,secondary,may,3,no
45,admin,divorced,secondary,oct,1,yes
31,blue-collar,married,secondary,jul,2,no
45,technician,married,secondary,oct,1,no
27,services,married,secondary,jun,2,no
30,management,single,tertiary,aug,4,no
45,blue-collar,married,primary,aug,2,no
57,blue-collar,married,secondary,may,2,no
34,management,married,tertiary,jan,3,no
40,admin,married,secondary,nov,1,no
39,management,married,tertiary,apr,1,no
46,technician,married,tertiary,aug,3,no
55,management,divorced,tertiary,jun,2,yes
25,management,single,tertiary,feb,1,yes
34,management,married,tertiary,aug,1,no
37,blue-collar,married,primary,may,2,no
64,retired,divorced,tertiary,jul,3,no
45,technician,divorced,secondary,may,2,no
57,housemaid,married,secondary,jul,1,no
21,student,single,unknown,may,3,no
58,housemaid,married,secondary,aug,1,no
41,blue-collar,single,secondary,jul,9,yes
41,management,married,unknown,may,1,no
58,management,married,tertiary,may,1,no
33,management,married,tertiary,may,2,no
32,management,married,tertiary,jul,3,no
44,services,divorced,secondary,jun,5,no
47,unknown,married,unknown,aug,1,no
41,self-employed,married,primary,jun,3,no
54,technician,married,tertiary,aug,4,no
47,technician,divorced,tertiary,may,1,no
32,management,single,tertiary,aug,4,no
59,housemaid,married,tertiary,jul,2,no
29,technician,single,tertiary,feb,1,yes
48,services,married,secondary,aug,2,no
32,technician,single,secondary,may,1,yes
46,management,divorced,secondary,aug,2,no
31,blue-collar,single,primary,may,3,no
53,blue-collar,married,secondary,aug,2,yes
34,technician,single,tertiary,nov,5,no
48,services,single,unknown,jun,1,no
32,technician,married,secondary,aug,4,no
31,management,married,secondary,aug,4,no
27,blue-collar,single,primary,may,2,no
60,admin,married,secondary,may,1,no
34,blue-collar,single,tertiary,may,1,no
52,self-employed,married,secondary,jun,1,no
48,blue-collar,married,secondary,may,9,no
45,technician,married,primary,jun,2,no
54,technician,divorced,secondary,jan,1,no
52,services,married,secondary,jul,1,no
47,entrepreneur,married,tertiary,jul,4,no
54,unknown,married,secondary,may,2,no
34,blue-collar,married,secondary,nov,1,no
39,technician,single,tertiary,aug,10,no
46,technician,married,secondary,aug,2,no
26,unemployed,single,secondary,jan,1,no
37,technician,single,secondary,may,8,no
47,blue-collar,married,secondary,apr,2,no
35,technician,married,secondary,aug,6,no
57,unemployed,married,primary,jun,1,no
34,management,married,tertiary,may,2,no
47,technician,married,secondary,aug,4,yes
27,technician,married,secondary,may,2,no
40,blue-collar,married,secondary,jul,2,yes
39,technician,married,secondary,feb,1,no
36,entrepreneur,married,tertiary,oct,1,no
42,technician,single,secondary,aug,2,no
23,blue-collar,single,primary,jun,1,no
34,management,married,tertiary,may,1,no
34,blue-collar,married,secondary,may,5,no
49,services,married,secondary,nov,1,no
57,blue-collar,married,primary,jun,4,no
59,retired,married,unknown,may,6,no
57,admin,married,tertiary,aug,2,no
34,blue-collar,married,secondary,may,1,no
61,management,married,secondary,aug,6,yes
35,blue-collar,divorced,secondary,may,1,no
42,management,married,tertiary,nov,1,no
57,services,married,tertiary,jul,3,no
42,blue-collar,married,secondary,may,1,no
53,retired,married,secondary,may,5,no
63,retired,married,tertiary,feb,2,no
47,self-employed,married,secondary,jun,6,no
54,services,married,secondary,may,1,no
45,admin,married,secondary,aug,10,no
28,management,single,tertiary,feb,2,no
58,unemployed,married,secondary,jul,2,no
48,management,single,tertiary,jul,2,no
35,management,divorced,tertiary,oct,1,yes
37,self-employed,married,tertiary,jun,1,no
37,blue-collar,married,secondary,jun,1,no
37,management,married,primary,jul,1,no
25,services,single,secondary,jul,1,no
58,blue-collar,married,secondary,may,1,no
52,management,married,secondary,jul,4,no
19,student,single,secondary,jul,1,yes
59,blue-collar,married,secondary,may,3,no
41,technician,married,secondary,may,2,no
34,technician,single,tertiary,aug,10,no
35,technician,single,secondary,may,2,no
41,technician,married,secondary,jun,6,no
28,blue-collar,single,secondary,may,1,no
53,management,divorced,secondary,aug,3,no
35,services,married,secondary,jul,1,no
33,admin,single,tertiary,jul,1,no
37,technician,single,secondary,may,1,no
32,technician,married,secondary,may,4,no
32,blue-collar,married,secondary,jun,1,no
54,services,married,unknown,may,4,no
44,blue-collar,married,secondary,jun,1,no
36,technician,divorced,tertiary,nov,2,no
56,admin,married,secondary,nov,2,no
30,management,single,tertiary,may,11,no
36,blue-collar,married,secondary,may,3,no
43,management,married,tertiary,nov,1,no
40,technician,married,secondary,may,2,no
32,technician,single,tertiary,aug,1,no
34,blue-collar,married,secondary,jun,1,no
37,services,married,secondary,may,2,no
28,admin,single,secondary,jan,2,no
35,unknown,married,primary,jul,2,no
53,blue-collar,single,secondary,jan,2,no
60,admin,married,unknown,may,1,no
40,entrepreneur,married,secondary,nov,7,no
57,retired,married,primary,aug,2,no
29,technician,single,secondary,may,1,no
44,blue-collar,married,primary,may,1,no
41,admin,single,secondary,nov,7,no
47,technician,married,secondary,aug,4,no
43,technician,married,tertiary,aug,2,no
37,technician,single,secondary,may,1,no
34,technician,single,tertiary,may,2,no
30,blue-collar,single,secondary,may,1,no
57,entrepreneur,divorced,secondary,may,1,no
26,admin,single,secondary,may,2,no
34,management,married,tertiary,jul,5,no
46,technician,divorced,secondary,oct,1,yes
38,entrepreneur,married,tertiary,may,1,yes
37,technician,single,secondary,aug,3,yes
28,management,single,tertiary,sep,2,no
57,blue-collar,married,primary,jun,3,no
39,management,married,tertiary,may,7,yes
49,services,married,secondary,feb,4,yes
38,technician,married,secondary,aug,2,no
27,blue-collar,married,secondary,jun,5,no
30,admin,married,secondary,may,5,no
38,admin,married,tertiary,aug,2,no
36,management,married,tertiary,feb,2,no
38,retired,single,unknown,jun,1,no
59,housemaid,married,primary,aug,2,no
37,management,married,tertiary,aug,5,no
29,self-employed,married,tertiary,jun,4,no
43,blue-collar,married,secondary,nov,2,yes
33,technician,married,secondary,aug,2,no
54,housemaid,divorced,secondary,jun,2,no
55,services,married,secondary,jun,1,no
32,technician,single,tertiary,aug,1,no
48,management,married,primary,nov,3,no
33,management,single,tertiary,jun,2,no
46,admin,married,secondary,may,11,no
44,management,married,tertiary,mar,3,yes
47,blue-collar,married,primary,may,1,no
38,technician,married,secondary,nov,1,yes
80,retired,married,secondary,dec,2,no
40,self-employed,married,secondary,may,4,no
43,entrepreneur,married,tertiary,nov,3,no
32,technician,single,tertiary,may,1,yes
39,management,married,tertiary,sep,2,no
33,technician,married,secondary,apr,2,no
31,technician,single,secondary,jul,1,no
36,management,single,tertiary,aug,2,no
35,management,single,tertiary,may,1,no
25,services,single,secondary,jul,1,no
33,management,single,secondary,apr,1,no
23,blue-collar,single,primary,may,1,no
31,management,single,tertiary,sep,2,no
36,management,married,tertiary,jun,3,no
44,technician,single,tertiary,jan,2,no
31,management,single,tertiary,may,1,no
55,blue-collar,married,primary,may,3,no
51,housemaid,divorced,secondary,jul,4,yes
36,admin,married,secondary,feb,2,no
27,unemployed,single,tertiary,feb,2,no
40,services,married,secondary,may,4,no
49,services,married,secondary,jul,3,no
59,retired,married,primary,aug,2,no
32,management,married,tertiary,may,5,yes
42,retired,single,tertiary,jan,2,no
35,management,divorced,tertiary,jun,6,no
29,blue-collar,single,secondary,may,4,no
29,technician,single,secondary,jun,2,no
37,blue-collar,single,secondary,may,2,no
49,admin,married,primary,may,3,no
51,services,divorced,secondary,nov,1,no
61,housemaid,married,primary,apr,1,no
43,management,married,secondary,nov,1,no
42,services,married,tertiary,nov,1,no
24,blue-collar,married,secondary,may,2,no
46,self-employed,married,tertiary,jul,2,no
23,admin,single,secondary,may,1,no
26,services,single,secondary,aug,1,no
43,blue-collar,divorced,primary,may,2,no
35,technician,single,tertiary,jul,13,yes
38,technician,married,secondary,aug,4,no
56,unemployed,divorced,primary,jul,4,no
31,services,married,secondary,jun,3,no
32,management,single,tertiary,feb,4,yes
28,services,single,secondary,aug,1,no
26,admin,divorced,secondary,may,5,no
49,management,married,tertiary,nov,2,no
33,admin,married,secondary,may,1,no
80,retired,married,primary,aug,2,no
40,blue-collar,married,secondary,jul,1,no
42,technician,divorced,secondary,may,6,no
46,blue-collar,married,secondary,aug,3,no
32,management,single,tertiary,aug,1,no
37,services,single,tertiary,may,1,no
32,student,married,secondary,jan,1,no
53,management,married,tertiary,may,1,no
39,management,married,tertiary,apr,1,no
31,technician,divorced,secondary,jul,1,no
34,management,single,tertiary,aug,2,no
44,technician,married,tertiary,aug,3,no
35,technician,married,secondary,dec,2,no
39,admin,married,secondary,jul,5,no
55,services,married,secondary,jul,2,no
34,housemaid,married,secondary,oct,1,yes
39,technician,married,tertiary,aug,4,no
58,retired,married,secondary,aug,5,no
37,blue-collar,married,primary,feb,2,no
56,retired,divorced,primary,jan,1,yes
32,admin,single,secondary,nov,2,no
41,technician,single,tertiary,feb,1,yes
29,admin,single,tertiary,sep,1,no
44,management,married,tertiary,aug,5,no
24,blue-collar,married,secondary,may,7,no
43,management,single,secondary,jun,1,no
26,admin,married,tertiary,mar,3,no
39,admin,married,secondary,apr,1,no
49,blue-collar,married,secondary,may,1,yes
52,blue-collar,divorced,primary,may,4,no
33,blue-collar,married,tertiary,aug,4,no
30,blue-collar,married,secondary,may,2,no
32,technician,single,tertiary,aug,7,no
27,management,single,tertiary,jan,4,no
58,blue-collar,married,primary,jun,1,no
46,retired,married,primary,may,3,no
28,management,single,tertiary,dec,1,no
39,services,married,primary,may,2,no
41,services,married,unknown,may,1,no
38,services,married,secondary,may,2,no
50,unemployed,divorced,secondary,jan,1,no
56,services,married,secondary,may,2,no
34,technician,married,secondary,aug,2,no
33,blue-collar,divorced,secondary,may,1,no
61,technician,married,secondary,may,4,yes
36,admin,single,secondary,jul,6,no
34,technician,married,tertiary,nov,2,no
36,blue-collar,married,secondary,may,2,no
45,management,married,tertiary,apr,1,yes
27,student,single,tertiary,may,1,no
45,admin,married,secondary,jul,2,no
40,self-employed,married,tertiary,jun,1,no
36,management,single,secondary,nov,1,yes
46,blue-collar,married,primary,may,2,no
37,entrepreneur,married,tertiary,may,2,no
36,technician,married,secondary,may,2,no
37,admin,married,secondary,may,1,no
22,student,single,tertiary,aug,1,yes
51,services,married,secondary,jun,3,no
49,technician,married,secondary,aug,8,no
35,management,married,tertiary,nov,2,no
50,housemaid,married,primary,jun,2,no
31,services,married,tertiary,may,1,no
47,services,single,secondary,may,1,no
59,blue-collar,married,secondary,apr,2,no
32,blue-collar,married,secondary,may,4,no
71,retired,married,tertiary,sep,1,yes
31,management,single,tertiary,sep,1,yes
41,blue-collar,married,primary,jul,5,no
35,blue-collar,married,primary,may,4,no
36,management,married,tertiary,jun,3,no
46,blue-collar,divorced,primary,jun,1,no
46,blue-collar,married,secondary,aug,1,no
47,technician,married,tertiary,aug,1,no
35,management,single,tertiary,aug,2,no
37,blue-collar,married,secondary,apr,1,no
56,admin,married,secondary,may,1,yes
46,admin,married,secondary,may,3,yes
44,management,divorced,tertiary,jul,1,no
48,technician,single,tertiary,may,2,no
28,blue-collar,single,secondary,may,1,no
38,entrepreneur,married,tertiary,nov,3,no
34,management,single,tertiary,may,2,no
56,technician,married,secondary,jun,4,no
55,retired,divorced,secondary,jun,1,yes
44,blue-collar,divorced,secondary,jul,13,no
38,technician,married,tertiary,may,1,no
53,retired,married,secondary,jul,3,no
41,admin,single,tertiary,jul,1,no
34,technician,single,secondary,aug,1,yes
34,management,single,tertiary,nov,1,no
35,services,married,secondary,may,1,no
38,entrepreneur,single,secondary,aug,1,yes
42,entrepreneur,married,tertiary,aug,2,no
56,blue-collar,married,primary,may,1,no
37,management,divorced,tertiary,may,6,no
47,housemaid,married,secondary,nov,2,no
